Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13624063932,"Feb 14, 2025, 11:04:32 AM",Efter tenta,Run,,1682,4.91,,,false,,,activities/13624063932.gpx,,,1682.0,1651.0,4914.0,4.12,2.976,20.2,20.2,70.4,81.9,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4935.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.922,0.0,,,,4250.0,,,,,2.99,,,,,,,,media/7B8EA1B9-6C31-4F4E-8873-044CE50E60D4.jpg
13715039809,"Feb 24, 2025, 4:00:07 PM",Evening Run,Run,,3598,10.00,,,false,,,activities/13715039809.gpx,,,3598.0,3520.0,10001.3,5.64,2.841,39.6,39.6,61.6,81.9,6.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10051.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.78,20.0,,,,9008.0,,,,,2.856,,,,,,,,""
13778446929,"Mar 3, 2025, 3:37:33 PM",Afternoon Run,Run,,3090,8.71,,,false,,HOKA Bondi 8,activities/13778446929.gpx,,,3090.0,2887.0,8713.0,5.52,3.018,52.1,52.1,70.9,92.3,11.4,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,124.0,0.0,,1.0,8786.4,,,,,,,,,,,,,,,,21964108.0,,,,,,,,,,0.0,2.82,2733.4,,,,7398.0,,,,,3.043,,,,,,,,""
13796442372,"Jun 22, 2024, 12:58:33 PM",Afternoon Golf,Golf,,1819,2.54,,,false,,,activities/14724823108.fit.gz,,,1819.0,1006.0,2547.4,5.708,2.532,24.8,125.0,-1.5,24.9,4.8,0.2,,,,,,,,,171.0,,,,,,,,,,,,,,,,0.0,,1.0,,1719057664.0,5.0,15.9,15.7,12.5,0.8,1007.9,5.0,10.8,71.0,0.5,1719021824.0,1719088256.0,0.5,,,0.94,5.0,0.99,11432.5,3.0,,,,,0.0,1.4,0.0,,,,,,,,,,,,,,,,,""
13796442376,"Oct 8, 2024, 1:37:05 PM",Afternoon Run,Run,,1732,4.78,,,false,,HOKA Bondi 8,activities/14724823060.fit.gz,,,1732.0,1732.0,4786.5,2.856,2.764,0.0,0.0,0.0,0.0,0.0,0.0,,,81.0,77.0,,,,,402.0,,,,,,,,,,,,,,,,0.0,,1.0,4785.2,,,,,,,,,,,,,,,,21964108.0,,,,,,,,,,0.0,2.764,0.0,,,,4440.0,,,,,,,,,,,,,""
13796442379,"Jul 10, 2024, 9:54:05 AM",Lunch Golf,Golf,,6365,5.54,,,false,,,activities/14724823092.fit.gz,,,6365.0,4160.0,5546.0,1.986,1.333,29.2,104.0,5.8,30.8,6.0,0.0,,,,,,,,,276.0,,,,,,,,,,,,,,,,0.0,,1.0,,1720601984.0,5.0,16.5,11.7,13.1,0.8,1014.4,6.4,13.1,105.0,2.9,1720578176.0,1720642688.0,0.125,,,0.96,5.0,0.98,8712.0,3.0,,,,,0.0,0.871,0.0,,,,,,,,,,,,,,,,,""
13796442381,"Sep 11, 2024, 10:53:33 AM",Lunch Golf,Golf,,5563,6.61,,,false,,,activities/14724823066.fit.gz,,,5563.0,2634.0,6618.4,15.35,2.513,28.5,62.0,71.0,87.3,6.1,-0.1,,,,,,,,,310.0,,,,,,,,,,,,,,,,0.0,,1.0,,1726048768.0,5.0,11.6,9.6,10.4,0.92,996.2,2.6,4.9,312.0,1.7,1726028416.0,1726075648.0,0.25,,,0.88,5.0,0.99,3643.0,2.0,,,,,0.0,1.19,0.0,,,,,,,,,,,,,,,,,""
13796442382,"Sep 17, 2024, 4:05:26 PM",Evening Golf,Golf,,3858,3.26,,,false,,,activities/14724823057.fit.gz,,,3858.0,2070.0,3260.7,2.417,1.575,18.1,40.0,72.2,88.6,6.5,0.0,,,,,,,,,156.0,,,,,,,,,,,,,,,,0.0,,1.0,,1726588800.0,3.0,17.0,17.4,12.4,0.74,1031.4,1.0,1.9,326.0,0.0,1726547584.0,1726593024.0,0.375,,,0.0,1.0,0.96,31404.0,0.0,,,,,0.0,0.845,0.0,,,,,,,,,,,,,,,,,""
13796442383,"Sep 7, 2024, 8:46:19 AM",Morning Golf,Golf,,6821,5.03,,,false,,,activities/14724823056.fit.gz,,,6821.0,3188.0,5035.1,1.8,1.579,20.9,66.0,71.8,86.6,5.9,0.0,,,,,,,,,227.0,,,,,,,,,,,,,,,,0.0,,1.0,,1725696000.0,1.0,18.7,20.6,15.2,0.8,1022.4,2.1,4.8,81.0,0.0,1725682176.0,1725730816.0,0.125,,,0.0,1.0,0.15,28389.0,2.0,,,,,0.0,0.738,0.0,,,,,,,,,,,,,,,,,""
13796442384,"Sep 13, 2024, 12:45:54 PM",Afternoon Golf,Golf,,14638,11.17,,,false,,,activities/14724823059.fit.gz,,,14638.0,7174.0,11175.0,2.225,1.558,76.8,195.0,72.9,88.4,6.8,0.0,,,,,,,,,497.0,,,,,,,,,,,,,,,,0.0,,1.0,,1726228736.0,3.0,16.1,16.2,7.8,0.58,1018.0,1.5,4.2,300.0,0.0,1726201472.0,1726248064.0,0.375,,,0.0,1.0,0.7,36162.0,2.0,,,,,0.0,0.763,0.0,,,,,,,,,,,,,,,,,""
13796442385,"Oct 16, 2024, 11:48:00 AM",Afternoon Golf,Golf,,14566,11.77,,,false,,,activities/14724823055.fit.gz,,,14566.0,6665.0,11776.6,24.45,1.767,83.7,349.0,72.2,88.7,8.2,0.0,,,,,,,,,482.0,,,,,,,,,,,,,,,,0.0,,1.0,,1729076352.0,3.0,9.6,8.0,4.8,0.72,1028.6,2.5,6.4,186.0,0.0,1729057024.0,1729093760.0,0.375,,,0.0,1.0,0.8,36323.0,1.0,,,,,0.0,0.808,0.0,,,,,,,,,,,,,,,,,""
13796442386,"Sep 4, 2024, 11:46:45 AM",Afternoon Golf,Golf,,14973,10.93,,,false,,,activities/14724823131.fit.gz,,,14973.0,7136.0,10935.0,1.867,1.532,75.2,141.0,73.3,88.1,8.8,0.0,,,,,,,,,496.0,,,,,,,,,,,,,,,,0.0,,1.0,,1725447552.0,1.0,26.8,27.9,17.3,0.56,1022.5,4.1,8.9,123.0,0.0,1725422592.0,1725472000.0,0.125,,,0.0,1.0,0.0,30746.0,4.0,,,,,0.0,0.73,0.0,,,,,,,,,,,,,,,,,""
13796442388,"Jun 23, 2024, 3:06:07 PM",Afternoon Golf,Golf,,8244,9.25,,,false,,,activities/14724823091.fit.gz,,,8244.0,4380.0,9256.5,7.964,2.113,70.6,144.0,3.6,31.2,7.4,0.0,,,,,,,,,578.0,,,,,,,,,,,,,,,,0.0,,1.0,,1719154816.0,1.0,16.9,16.8,12.8,0.77,1013.5,4.4,8.1,211.0,0.0,1719108352.0,1719174656.0,0.625,,,0.41,5.0,0.25,28388.1,3.0,,,,,0.0,1.123,0.0,,,,,,,,,,,,,,,,,""
13796442389,"Oct 19, 2024, 11:44:24 AM",Afternoon Golf,Golf,,14489,10.79,,,false,,,activities/14724823132.fit.gz,,,14489.0,6613.0,10798.1,2.428,1.633,78.6,182.0,72.2,88.4,7.9,0.0,,,,,,,,,495.0,,,,,,,,,,,,,,,,0.0,,1.0,,1729335552.0,2.0,13.7,12.4,8.5,0.71,1019.9,3.5,7.4,140.0,0.1,1729316608.0,1729352448.0,0.625,,,0.33,5.0,0.46,35880.0,1.0,,,,,0.0,0.745,0.0,,,,,,,,,,,,,,,,,""
13796442393,"Sep 30, 2024, 12:55:34 PM",Afternoon Golf,Golf,,12192,10.51,,,false,,,activities/14724823054.fit.gz,,,12192.0,7456.0,10513.6,6.486,1.41,77.6,201.0,73.5,88.8,8.8,0.0,,,,,,,,,496.0,,,,,,,,,,,,,,,,0.0,,1.0,,1727697664.0,2.0,13.3,13.4,5.7,0.6,1028.0,2.0,4.3,144.0,0.0,1727672448.0,1727714048.0,0.875,,,0.0,1.0,0.51,34319.0,2.0,,,,,0.0,0.862,0.0,,,,,,,,,,,,,,,,,""
13796442394,"Sep 1, 2024, 2:24:06 PM",Afternoon Golf,Golf,,6806,5.03,,,false,,,activities/14724823172.fit.gz,,,6806.0,3295.0,5030.2,1.727,1.527,21.6,64.0,71.4,87.7,9.6,0.0,,,,,,,,,232.0,,,,,,,,,,,,,,,,0.0,,1.0,,1725199232.0,3.0,18.0,16.6,9.1,0.56,1022.7,2.7,6.5,335.0,0.0,1725163008.0,1725213312.0,0.875,,,0.24,5.0,0.84,32635.0,2.0,,,,,0.0,0.739,0.0,,,,,,,,,,,,,,,,,""
13796442397,"Sep 23, 2024, 2:17:39 PM",Afternoon Golf,Golf,,10056,8.80,,,false,,,activities/14724823062.fit.gz,,,10056.0,5539.0,8806.0,8.4,1.59,56.1,130.0,73.4,88.2,8.8,-0.1,,,,,,,,,438.0,,,,,,,,,,,,,,,,0.0,,1.0,,1727100032.0,1.0,18.7,19.1,12.3,0.66,1009.5,3.0,6.7,155.0,0.1,1727066752.0,1727110400.0,0.625,,,0.23,5.0,0.19,23407.0,1.0,,,,,0.0,0.876,0.0,,,,,,,,,,,,,,,,,""
13796442398,"Aug 27, 2024, 5:37:46 AM",Morning Golf,Golf,,13483,10.90,,,false,,,activities/14724823109.fit.gz,,,13483.0,6933.0,10904.8,1.908,1.573,77.8,148.0,72.6,89.0,6.8,0.0,,,,,,,,,509.0,,,,,,,,,,,,,,,,0.0,,1.0,,1724734848.0,1.0,13.2,12.1,12.1,0.93,1021.1,3.0,7.7,225.0,0.1,1724730368.0,1724782208.0,0.875,,,0.07,5.0,0.37,24555.0,0.0,,,,,0.0,0.809,0.0,,,,,,,,,,,,,,,,,""
13796442400,"Oct 18, 2024, 11:13:37 AM",Afternoon Golf,Golf,,13817,10.76,,,false,,,activities/14724823103.fit.gz,,,13817.0,6336.0,10763.9,1.857,1.699,75.9,117.0,72.2,88.2,7.5,0.0,,,,,,,,,491.0,,,,,,,,,,,,,,,,0.0,,1.0,,1729249152.0,3.0,13.1,11.8,9.0,0.76,1018.8,2.1,4.8,162.0,0.0,1729230080.0,1729266176.0,0.625,,,0.51,5.0,0.96,30133.0,1.0,,,,,0.0,0.779,0.0,,,,,,,,,,,,,,,,,""
13796442401,"Jun 15, 2024, 11:48:09 AM",Afternoon Golf,Golf,,6494,5.53,,,false,,,activities/14724823157.fit.gz,,,6494.0,4203.0,5534.5,1.733,1.317,28.6,118.0,5.9,30.7,7.6,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,,,0.0,,1.0,,1718449152.0,8.0,17.4,16.9,10.0,0.62,1005.8,7.0,10.9,102.0,0.2,1718417024.0,1718483328.0,0.375,,,0.88,5.0,0.94,22858.9,3.0,,,,,0.0,0.852,0.0,,,,,,,,,,,,,,,,,""
13796442402,"Aug 28, 2024, 5:03:52 AM",Morning Golf,Golf,,14732,11.06,,,false,,,activities/14724823150.fit.gz,,,14732.0,7411.0,11063.3,2.985,1.493,82.1,157.0,73.0,88.1,6.2,0.0,,,,,,,,,509.0,,,,,,,,,,,,,,,,0.0,,1.0,,1724821248.0,3.0,13.8,13.1,12.2,0.9,1024.2,2.3,5.4,197.0,0.0,1724816896.0,1724868480.0,0.875,,,0.0,1.0,0.79,26931.0,0.0,,,,,0.0,0.751,0.0,,,,,,,,,,,,,,,,,""
13796442404,"Jul 4, 2024, 11:50:02 AM",Afternoon Golf,Golf,,5120,18.31,,,false,,,activities/14724823145.fit.gz,,,5120.0,4041.0,18316.2,25.733,4.533,134.6,201.0,3.3,38.2,6.9,0.0,,,,,,,,,760.0,,,,,,,,,,,,,,,,0.0,,1.0,,1720090752.0,5.0,13.8,7.6,11.3,0.85,994.4,7.3,12.1,158.0,1.5,1720059264.0,1720124672.0,0.875,,,0.93,5.0,0.97,11489.0,3.0,,,,,0.0,3.577,335.7,,,,,,,,,,,,,,,,,""
13796442405,"Aug 10, 2024, 5:07:11 AM",Morning Golf,Golf,,17109,13.15,,,false,,,activities/14724823134.fit.gz,,,17109.0,8775.0,13152.4,2.45,1.499,98.0,193.0,2.2,34.6,10.9,0.0,,,,,,,,,611.0,,,,,,,,,,,,,,,,0.0,,1.0,,1723266048.0,8.0,15.7,10.8,11.5,0.76,1004.3,8.9,14.6,251.0,0.1,1723260288.0,1723317248.0,0.125,,,0.47,5.0,0.11,32144.0,0.0,,,,,0.0,0.769,0.0,,,,,,,,,,,,,,,,,""
13796442406,"Jul 28, 2024, 2:00:36 PM",Afternoon Golf,Golf,,15068,14.07,,,false,,,activities/14724823105.fit.gz,,,15068.0,6390.0,14075.4,6.386,2.203,92.7,202.0,3.1,36.5,11.3,0.0,,,,,,,,,838.0,,,,,,,,,,,,,,,,0.0,,1.0,,1722175232.0,1.0,20.9,20.1,13.3,0.62,1016.0,5.1,9.4,294.0,0.0,1722135424.0,1722195968.0,0.75,,,0.07,5.0,0.09,26466.1,3.0,,,,,0.0,0.934,0.0,,,,,,,,,,,,,,,,,""
13796442408,"Jul 24, 2024, 12:05:33 PM",Afternoon Golf,Golf,,15975,13.96,,,false,,,activities/14724823082.fit.gz,,,15975.0,7983.0,13959.1,5.73,1.749,156.6,275.0,9.6,66.4,18.8,-0.1,,,,,,,,,790.0,,,,,,,,,,,,,,,,0.0,,1.0,,1721822464.0,2.0,20.4,20.2,14.8,0.7,1012.0,3.0,5.8,336.0,0.1,1721789184.0,1721851008.0,0.625,,,0.62,5.0,0.57,31631.0,4.0,,,,,0.0,0.874,0.0,,,,,,,,,,,,,,,,,""
13796442409,"Sep 15, 2024, 8:37:27 AM",Morning Golf,Golf,,15696,12.96,,,false,,,activities/14724823101.fit.gz,,,15696.0,7324.0,12968.7,6.793,1.771,77.1,187.0,71.0,88.5,11.6,-0.1,,,,,,,,,637.0,,,,,,,,,,,,,,,,0.0,,1.0,,1726387200.0,1.0,11.6,14.3,6.1,0.69,1025.2,0.8,2.9,323.0,0.0,1726374528.0,1726420608.0,0.375,,,0.0,1.0,0.18,33056.0,2.0,,,,,0.0,0.826,132.7,,,,,,,,,,,,,,,,,""
13796442410,"Jun 24, 2024, 11:37:12 AM",Afternoon Golf,Golf,,12224,12.18,,,false,,,activities/14724823154.fit.gz,,,12224.0,6054.0,12183.1,7.527,2.012,95.1,226.0,3.1,37.1,9.6,0.0,,,,,,,,,744.0,,,,,,,,,,,,,,,,0.0,,1.0,,1719226752.0,1.0,19.2,19.1,13.8,0.71,1018.5,3.1,7.5,217.0,0.0,1719194752.0,1719261056.0,0.625,,,0.0,1.0,0.08,30967.5,6.0,,,,,0.0,0.997,0.0,,,,,,,,,,,,,,,,,""
13796442411,"Jun 18, 2024, 11:58:13 AM",Afternoon Golf,Golf,,7835,8.46,,,false,,,activities/14724823137.fit.gz,,,7835.0,4138.0,8460.9,6.8,2.045,79.5,128.0,4.2,37.7,17.5,0.0,,,,,,,,,523.0,,,,,,,,,,,,,,,,0.0,,1.0,,1718708352.0,8.0,14.5,14.5,11.1,0.8,1010.0,7.8,15.0,218.0,0.6,1718676224.0,1718742528.0,0.375,,,0.61,5.0,0.61,19292.0,4.0,,,,,0.0,1.08,0.0,,,,,,,,,,,,,,,,,""
13796442414,"Jul 14, 2024, 10:27:29 AM",Lunch Golf,Golf,,14857,11.94,,,false,,,activities/14724823097.fit.gz,,,14857.0,8581.0,11939.3,1.764,1.391,97.2,186.0,1.5,35.5,13.5,0.0,,,,,,,,,567.0,,,,,,,,,,,,,,,,0.0,,1.0,,1720951168.0,3.0,16.8,17.1,14.4,0.86,1007.4,1.2,3.4,327.0,0.4,1720924160.0,1720987904.0,0.25,,,0.95,5.0,0.92,13676.6,3.0,,,,,0.0,0.804,0.0,,,,,,,,,,,,,,,,,""
13796442416,"Aug 26, 2024, 6:19:08 AM",Morning Golf,Golf,,14044,11.00,,,false,,,activities/14724823149.fit.gz,,,14044.0,6854.0,11002.1,2.38,1.605,75.0,174.0,72.8,88.1,7.1,0.0,,,,,,,,,496.0,,,,,,,,,,,,,,,,0.0,,1.0,,1724652032.0,1.0,13.4,12.7,9.7,0.78,1018.0,4.0,9.3,198.0,0.0,1724643840.0,1724695936.0,0.75,,,0.0,1.0,0.04,31521.0,1.0,,,,,0.0,0.783,0.0,,,,,,,,,,,,,,,,,""
13796442417,"Jul 12, 2024, 6:15:07 AM",Morning Golf,Golf,,15566,11.22,,,false,,,activities/14724823144.fit.gz,,,15566.0,7199.0,11224.7,1.833,1.559,33.8,187.0,7.4,22.3,5.6,-0.1,,,,,,,,,516.0,,,,,,,,,,,,,,,,0.0,,1.0,,1720764032.0,2.0,15.6,16.0,12.2,0.8,1014.9,2.3,4.0,220.0,0.0,1720751104.0,1720815488.0,0.125,,,0.0,1.0,0.42,28429.4,1.0,,,,,0.0,0.721,6108.6,,,,,,,,,,,,,,,,,""
13796442418,"Oct 4, 2024, 7:56:26 AM",Morning Golf,Golf,,16019,10.96,,,false,,,activities/14724823067.fit.gz,,,16019.0,5700.0,10962.7,2.025,1.923,77.8,152.0,72.6,88.7,9.9,0.0,,,,,,,,,488.0,,,,,,,,,,,,,,,,0.0,,1.0,,1728025216.0,3.0,4.2,5.0,3.1,0.92,1021.4,1.2,3.0,267.0,0.0,1728018560.0,1728058880.0,0.125,,,0.0,1.0,0.74,11221.0,0.0,,,,,0.0,0.684,0.0,,,,,,,,,,,,,,,,,""
13796442422,"Jul 16, 2024, 7:50:17 AM",Morning Golf,Golf,,14537,11.95,,,false,,,activities/14724823133.fit.gz,,,14537.0,8278.0,11950.9,2.036,1.444,129.5,164.0,-5.1,43.8,18.7,-0.1,,,,,,,,,567.0,,,,,,,,,,,,,,,,0.0,,1.0,,1721113216.0,3.0,16.0,15.6,13.3,0.84,1013.0,1.9,4.5,165.0,0.0,1721097216.0,1721160320.0,0.375,,,0.57,5.0,0.92,24987.7,2.0,,,,,0.0,0.822,0.0,,,,,,,,,,,,,,,,,""
13796442423,"Jul 2, 2024, 11:45:23 AM",Afternoon Golf,Golf,,13468,12.68,,,false,,,activities/14724823114.fit.gz,,,13468.0,5765.0,12680.3,5.331,2.2,88.5,204.0,-2.0,37.2,8.4,0.0,,,,,,,,,764.0,,,,,,,,,,,,,,,,0.0,,1.0,,1719917952.0,2.0,17.3,16.8,10.3,0.63,1002.0,3.1,6.7,289.0,0.0,1719886336.0,1719952000.0,0.875,,,0.0,1.0,0.48,31811.8,4.0,,,,,0.0,0.942,0.0,,,,,,,,,,,,,,,,,""
13796442428,"Jul 23, 2024, 6:01:32 AM",Morning Golf,Golf,,15103,12.27,,,false,,,activities/14724823098.fit.gz,,,15103.0,9091.0,12278.3,2.092,1.351,136.3,214.0,-1.9,53.9,12.9,0.0,,,,,,,,,586.0,,,,,,,,,,,,,,,,0.0,,1.0,,1721714432.0,2.0,16.5,15.1,13.4,0.82,1011.9,4.3,9.1,236.0,0.0,1721702784.0,1721764352.0,0.625,,,0.25,5.0,0.39,25883.7,1.0,,,,,0.0,0.813,0.0,,,,,,,,,,,,,,,,,""
13796442431,"Jun 27, 2024, 11:57:02 AM",Afternoon Golf,Golf,,11682,12.61,,,false,,,activities/14724823099.fit.gz,,,11682.0,6218.0,12610.3,6.731,2.028,95.2,172.0,-2.7,37.3,9.3,0.0,,,,,,,,,771.0,,,,,,,,,,,,,,,,0.0,,1.0,,1719485952.0,2.0,25.4,26.9,16.0,0.56,1011.1,1.4,5.9,221.0,0.0,1719454080.0,1719520128.0,0.625,,,0.21,5.0,0.4,33100.0,6.0,,,,,0.0,1.079,0.0,,,,,,,,,,,,,,,,,""
13796442432,"Sep 25, 2024, 12:34:36 PM",Afternoon Golf,Golf,,14848,12.21,,,false,,,activities/14724823058.fit.gz,,,14848.0,7825.0,12212.0,2.7,1.561,80.2,225.0,95.7,120.2,9.9,0.0,,,,,,,,,577.0,,,,,,,,,,,,,,,,0.0,,1.0,,1727265536.0,3.0,16.2,11.6,8.9,0.62,995.7,5.8,15.3,224.0,0.0,1727239680.0,1727282688.0,0.75,,,0.78,5.0,0.86,28055.0,2.0,,,,,0.0,0.822,0.0,,,,,,,,,,,,,,,,,""
13796442489,"Aug 30, 2024, 9:47:28 AM",Lunch Golf,Golf,,15449,11.00,,,false,,,activities/14724823143.fit.gz,,,15449.0,6737.0,11002.2,2.029,1.633,79.2,154.0,72.9,88.8,9.5,0.0,,,,,,,,,488.0,,,,,,,,,,,,,,,,0.0,,1.0,,1725008384.0,3.0,18.2,16.7,12.0,0.67,1017.7,3.4,8.4,272.0,0.0,1724989952.0,1725040896.0,0.875,,,0.32,5.0,0.76,32828.0,3.0,,,,,0.0,0.712,0.0,,,,,,,,,,,,,,,,,""
